,Review_Date,Author,Rating,Review_Title,Review,Review_Url
2221,20 July 2002,binmaze,7," Open your eyes wide and think tight.
","You guys seem to be blinded by the grand name, ""Star Wars"" How this movie could be rated as high up as 7.8? This is just an avg movie deserves only 5.0 points.",/review/rw4019444/?ref_=tt_urv
2222,17 May 2002,grh83,9," A Fantastic Film
","I just have to say that all the critics who gave this movie a bad review have no clue what they are talking about and have a serious lack of imagination and aesthetic vision. I think this movie is absolutely wonderful. It has all the excitement and charm of the original trilogy and the darkness of my favorite star wars film The Empire Strikes Back. George Lucas is a master story teller and continues to revolutionize film making. The visual artistry of this film is breathtaking and is to be commended. I would recommend this movie to everyone. It is a triumph not only as an installment of this epic series, but stands alone as a truly masterful film. Gotta run, I'm going to see it again. :-)",/review/rw4019444/?ref_=tt_urv
2223,15 May 2002,ftwmiko,1," Confused Very confused
","1st and Foremost I AM A HUGE STAR WARS FAN, with that out of the way.  I got to see A.O.T.C.,  and dont be fooled, believe me this movie is a far cry greater movie than Episode 1, but all this Talk bout Hayden C. and Natalie Portman being a good actors??  Come on lets get real, Hayden delivers Every line is like he is reading a cue card, on top of that some places he sounds like he doesnt even care.  Portman is the same, says everything in mono-tone and does the same thing Hayden does, and there is no Chemistry whatsoever between them.  Everyone else is AWESOME in it, my next complaint is the lines given to Hayden, he sounds Whiney, his character whines alot and its repetitive.  The plot is better in this movie, But BY NO MEANS IS IT BETTER THAN EMPIRE!!!!!!  Some parts lag and drag out, I almost fell asleep, Obi Wan (I usually dislike Ewan Mcgregor) playing detective stole the movie, it actually out shines the love story.  Beware the Love story in this movie isn't like the one in Titanic, so dont expect that.  The love story could have been better so much better, but with the lines the actors were given it was VERY unconvincing.  On a last note I wish a real actor was hired to Play Anakin someone who possess acting talent and not just for looks which Hayden was obviously hired for, not his fault.",/review/rw4019444/?ref_=tt_urv
2224,16 May 2002,bethlynch91,7," Yoda makes the Movie!!!
","If it wasn't for Master Yoda in this movie, it would've been another dull action-packed mess with very bad acting.  Even though the Anakin Amadala romance was to blossom, I felt it was not very convincing until close to the end.  Ewan McGregor was good, so was Samuel L. Jackson, but Yoda is the master of this ""Star Wars"" adventure.  That is a well worth full-paid ticket reason to go see this movie.",/review/rw4019444/?ref_=tt_urv
2225,20 May 2002,mjwworld,5," Solid Star Wars film. Definitely leaves you wanting more.
","This movie was very well done and accomplished what it set out to do. Anyone who is going into this movie anticipating the best movie of all time is going to be disappointed.  After all, there can be only one ""Princess Bride"" in Hollywood history.  =)  Seriously, though, if you're a fan of Star Wars, this movie will leave you wanting more, and that's exactly the mark of a successful movie in a series.  Go see this movie and enjoy it for what it is--a highly entertaining action movie with a few twists and turns thrown in to keep it interesting.",/review/rw4019444/?ref_=tt_urv
2226,15 May 2002,mikecallander,," The best movie this year 10/10
","All of the things lacking in Star Wars episode 1 were picked up in this great prequel. Truly the best movie in the past full year since Exit Wounds. A brilliant cast, completely digital Yoda, and Hayden Christenson as anikan(which is way better than that Jake lloyd charcter) were awesome! Ewa n McGreggor is also electrifying(just like stephen segul in Exit Wounds)I dont get why ebert gave this 2/4 stars though,its such a great movie,which is easily comparable to Escape from L.A. This is (in my opinion) the best Star Wars movie yet. The old ones had the worst actors like Mark hamill,he's so bad! They should have had Arnold Schwartzaneggar play his part,as for Carrie fischer,Elizabeth taylor could have done a much beter job. But this was a great movie,go see it,you will not regret it as you did with a beauitiful mind",/review/rw4019444/?ref_=tt_urv
2227,17 May 2002,acidack,10," WOW! Truly a Spectacle!
","This movie, has gone down personally as one my my favourite movies of all time. It is amazingly better than episode 1, actually makes episode 1 look like a 'b' grade movie. The graphics, the cinematography and just the feeling of the Force makes this overwhelming a dream Lucas film. From the start there is a theatre packed with everyone full of anticipation and expectations. Just seeing Yoda fight is something to go watch this movie for. Even if you dont understand the english language, you will be all wide-open mouths coz it is just stunning in its creativity and art.",/review/rw4019444/?ref_=tt_urv
2228,25 May 2002,ehsfb2001,3," Souless, convoluted plot,
","The original Star Wars was on a personal scale. 5 or so interesting characters in simple conflicts with characters you cared about. An archtype story should be black and white. Now we get 50 characters in major roles, a convluted plot of Senates, trade wars, clones etc etc etc none of which I cared about. At this point I'd like to choke Yoda.",/review/rw4019444/?ref_=tt_urv
2229,1 June 2002,thedrifter50,5," Worthy of the Greeks? Hmm, I think not
","Didn't Padme seem just a little condescending to who would, we assume, in the next episode be the de facto ruler of the empire?  ""Oh Annie, you'll always be that little boy..."".  A real Jedi would have lopped her head off with one swift, no, wait...  with a hacking motion of that light saber of his.  Jesus.  Leaves one to wonder just how The Dark Lord (read helmet ;O)) will dispatch the wench once he's had his way.  Can't wait.",/review/rw4019444/?ref_=tt_urv
2230,20 May 2002,careax,9," As good as it gets
","Being a huge Star Wars fan I've been looking forward to Attack of the Clones. And I've got to say, I wasn't disappointed.",/review/rw4019444/?ref_=tt_urv
2231,19 May 2002,In-awe-of-the-masters,1," It is a real good clever film, with lots of emotion and suspence
","Hi, I think theres a lots of loopie criticists who dont like this movie, saying ""oh the way they speak is dumb and theres no plot"" but look at the plot! It is filled with lots of colors and colorful objects, and the characters are really tall on the screen. So I reckon those critist's are just plane DUMB. it is just such an awesome movie!",/review/rw4019444/?ref_=tt_urv
2232,18 May 2002,jclinard,," The Road to Hell is Paved with Good Intentions
","The seeds are sown for the ultimate coup for Episode 3.  Like Episode 1, the Dark Side moves in shadows, with deception and lies that further his dark agenda while seeming to be in the best interests of the Republic.  This time, the agenda is not to gain political power, with Darth Sideous already has, but to gain control of a military force he can use to enforce his rule on the galaxy.  Separatists, including the Trade Federation are striking to rebel against Republic Control with a huge army of even more advanced battle droids.  But there is a possible salvation; another huge army of clones grown at the order of a dead Jedi Knight over 10 years ago - clones grown supposedly for the Republic!",/review/rw4019444/?ref_=tt_urv
2233,10 September 2003,Andrewpadrino,," The magic has gone......forever
","After watching the disappointing 'The Phantom Menace' I still found myself excited about a new star wars film being released. How could it possibly be as sub standard as the first of the three prequels. To my utter amazement, however; it was. Child like direction, an over reliance upon cgi and a really irritating story merged together to create a completely forgettable movie going experience.",/review/rw4019444/?ref_=tt_urv
2234,17 May 2002,SpideyJedi,10," Jedi's and Politicians... ARE YOU READY TO RUMBLE?!?!!!!
",OH BABY! BABY! BABY!! I just got back from this 2 hour + movies and I've never been this hyped after a Star Wars film- EVER. I LOVE Return of the Jedi- now AotC has knocked RotJ down to my #2 favorite Star Wars film. Actings' great. Plot is outstanding. The graphics are far beyond your imagination. And the fighting...ooooooooh the fighting will leave you're heart craving more of the endless action!,/review/rw4019444/?ref_=tt_urv
2235,24 May 2002,TheUnrealPhrenologist,," Lucas regains his stride
","Forget about the mediocre acting, forget about the occasionally clunky dialouge. This is Star Wars and it's judged on different merits than other movies. It's a part of a sweeping epic. It's to be judged in large part for it's contribution to the mythology. And besides the franchise owes so much to cheesy Saturday matinees of long ago that your really missing the point if your looking for high caliber performances.",/review/rw4019444/?ref_=tt_urv
2236,21 May 2002,Y2KUTTAH,," WASTE OF A FRIDAY NIGHT!
","Ok, let me start my saying that this is possibly the WORST star wars film made, and thats hard to say seeing as how poor the last one was! i did not expect to see a 2 and a half hour romantic crap film with a little bit of action! anakin skywalker had the gayest look, and just whined all the way through the film!!! and for crying out loud....WHY IS JAR JAR STILL THERE!!! PLEASE SOMEONE KILL HIM QUICK!!!! and Padme kept annoying me by constantly calling anakin ""Anny"" in the most annoyingly annoying fashion!! even Obi Wan had some of the worst cheesy lines i have ever witnessed in a film, they weren't even amusing! they were just badly timed and badly scripted!!!",/review/rw4019444/?ref_=tt_urv
2237,16 May 2002,ookevin007,5," SWE2 is far superior to The Phantom Menace.
","ATTACK OF THE CLONES is a return to the feel of the original trilogy. The characters and the story are far more interesting. The weaknesses are definitely in the dialogue and the acting between the two leads, Christensen and Portman, especially during the love story scenes. But the rest of the film is very entertaining, with striking visuals and memorable scenes. The action sequences, from chases to lightsabre battles (especially with Yoda), is Star Wars at it's best. I would place the film as my third favorite in the series behind EMPIRE STRIKES BACK and STAR WARS.",/review/rw4019444/?ref_=tt_urv
2238,16 May 2002,genrommel,10," Major Improvement Over Episode I
","Thank god for all of us out there! Due to our over all displeasure with so many aspects of Episode I George Lucas has listened and delivered a true winner! An almost complete lack of Jar Jar Binks, increased action sequences, better acting and actors and most importantly a much better script. The film is not without its flaws, but never the less it is quite an achievment that all will enjoy. Personally I still feel that ""A New Hope"" and ""The Empire Strikes Back"" are superior but this film far supercedes ""The Phantom Menace"" and ""Return Of The Jedi."" With plotlines being carefully interwoven, loose ends being tightened up and new questions being raised I feel this feel will stand the test of time and prove that George Lucas has indeed not lost his touch. All he needed was to get back in the swing of things.",/review/rw4019444/?ref_=tt_urv
2239,19 May 2002,Iron Talon,," Great movie in spite of the director. . .
","Star Wars is a critic-proof saga.  This is because George Lucas took a generation when they were young and captured their imaginations, passion, and interest with a story that had action, drama, mystery, all in a universe of his own design.  Approximately 25 years after Star Wars:  A New Hope, we have the fifth movie, the second of the story that has now a built in audience of grown-ups who like to reminisce about their child-hood.  Yes, I am one of these.  And not matter what the critics said, I was determined to see it opening day.",/review/rw4019444/?ref_=tt_urv
2240,29 December 2004,molemonty,3," Oh my god. It's full of flaws.
","I queued up to see this. I was excited. When those words started scrolling upwards and the score started thumping, I felt I *might* be in for a treat. Only *might* because I'd seen Phantom Menace. Within half an hour I knew I'd been cheated again. No character development, no script, nothing but special effects. The 'love' between young Darth & Portman is appalling ..'you're not like sand, sand is coarse..' etc, his transition to evil simply not credible. How sad to see something die like this; Star Wars used to be fun. When I look at the films I saw as a kid, there's no comparison. Who writes this stuff? I don't think I'll bother with Episode III at the cinema. Of course there will be a tidal wave of hype; you must see it at the cinema, it's better than the last two and so on, but it won't make any impression on me. You can fool a man twice Lucas, but not three times.",/review/rw4019444/?ref_=tt_urv
2241,14 August 2002,chungsk,4," Once again . . .
","Ok, so I've already written a review for this movie.  But I have to say something for all the people who consistently say it's a great movie!",/review/rw4019444/?ref_=tt_urv
2242,23 May 2002,chungsk,4," Just plain awful
","Let's make a list of good and bad: The good: 1.  Beautiful scenery, background 2.  John Williams 3.  CGI was brilliant 4.  Lightsaber duels 5.  Ewan McGregor",/review/rw4019444/?ref_=tt_urv
2243,18 July 2002,super_keeper,," Please Stop Now Lucas!!!!!
","After putting us through the Phantom Menace Lucas is starting to get it right with this, but its still some way off the original trio. AOTC is not a complete waste of time, the battles are good and the story is starting to fit together with the originals nicely. But there is more to dislike, the original films had character, charm  and magic in spades and these prequels are sterile and life-less in comparison. This is down to the rubbish characters, Portman and Christensen are awful at best as the main focus of this movie (acting and dialogue), only McGregory pulls his weight and his detective work in the first half keeps the film watchable. The CGI is the other main problem here. It might work on droids and space battles but the aliens and backgrounds just look bad, the bit in the droid factory feels like it was added so Lucas could churn out a video game based on it (it looks like a game already) and Yoda looks like and extra from Toy Story. I love Star Wars but watching these is depressing",/review/rw4019444/?ref_=tt_urv
2244,12 January 2003,zintar2001,," Better than Phantom Menace but not by much
","Contains Spoilers!!! I remember when the first 3 Star Wars movies came out, reading several times that George Lucas intended them to be the middle 3 films of a 9 film series. The next 3 films would deal with events before ""A New Hope"" and the last 3 would cover what happens after ""Return of the Jedi.""  When ""Phantom Menace"" came out I then heard he never said that--i guess it was just a rumor--and only wanted to do the original 3 movies.  Considering the troubles he went through just to get a studio to produce ""Star Wars"" it makes sense.  The script was turned down by every major studio in Hollywood, and only bought by 20th Century Fox because of the success they had with the Planet of the Apes movies, and also because the studio head, David Ladd, was a big fan of both ""American Graffiti"" and science fiction (he later formed his own studio which produced ""Outland"" and ""Blade Runner"").",/review/rw4019444/?ref_=tt_urv
2245,16 May 2003,a_sharples,6," Has Lucas lost his touch?
",I saw Star Wars: Episode II - Attack At The Clones at the midnight screening...and wasted my money. For a big budget movie like this you would have thought Lucas the creator of one of the best Sci-Fi movies in history could have come up with a better plot and graphics. The clone troopers look crap.,/review/rw4019444/?ref_=tt_urv
2246,7 May 2004,davethecelt,6," Empty spectacle
","George Lucas is in danger of becoming the C.B. deMille or Stanley Kramer of his generation: a producer who insists on miscasting himself in the director's chair.  This picture shows off what George does best - creating eye defying visuals of a fantasy landscape.  Some of the vistas in this film - the cityscape, the clone factory and the terrain rushing by in the final chase are truly breathtaking.  Unfortunately we also get George at his worst - writing clunky dialogue and failing to coax even moderately engaging perfs from his attractive and talented cast.  Okay, Hayden Christensen lacks for talent, but the rest of the cast should have carried even him.  The result is a fantastic looking, but dramatically frustrating film. I wanted the leads to shut up and quit blocking the scenery - never a good sign in a film where the central romantic plotline is crucial to the overall drama.",/review/rw4019444/?ref_=tt_urv
2247,5 May 2006,beardsleythesaint,5," Worse not Better
","Maybe I'm in a minority but I really didn't think this was an improvement on the hugely disappointing Phantom Menace, in fact I probably enjoyed this less. Star Wars shouldn't be boring but the first two episodes of the prequel trilogy most definitely are. Apart from marginalising Jar Jar Binks, Lucas again produced a lacklustre movie that failed to live up to the high standards of the original trilogy. It's amazing how everything came together for the original trilogy whereas this time Lucas makes one bad decision after another- probably not helped by yes men such as producer Rick McCallum. After unforgivably starting with Anakin as a child in the first prequel, Lucas then fails to pick an actor without the necessary gravitas or spark to breathe life into the character, instead we get Hayden Christenen, just as wooden and charmless as Jake Lloyd. Of course the actors job isn't helped by the appalling dialogue and Lucas surpasses even himself in writing some of the most vomit inducing lines ever to be inflicted on an audience. The romance between Anakin and Padme suffers the worst, with some truly cringe worthy scenes that are painful to watch. A far cry from the Han and Leia relationship which was a million miles away from the forced and charmless union of Ankin and Padme. One of the main reasons I looked forward to the prequels was the chance to see the hinted at Clone Wars. After being denied that in the first movie the audience is again left to rue a missed opportunity. Instead the film takes forever to set up the Clone Wars with Obi Wan Kenobi going on some dull mission which makes no sense to most viewers, whilst there's a lot of politicians on Coruscant arguing about whether they should or shouldn't have an army. To add insult to injury we find that when the Clonetroopers do finally appear their CGI'd rather than the good old fashioned real living breathing Stormtroopers of old. The effects on a whole seem to be worse than that of The Phantom Menace. There's a lot of shoddy effects,with the end battle feeling like a computer game. Christopher Lee pops up as Count Dooku and gives the film some much needed weight, but its a case of too little too late. The simple fact is the prequel trilogy could and should have surpassed the originals, it has a stronger story, a greater character arc, tragedy and a boot load of action, instead Lucas has frittered it away. The man who's genius bore the story of Star Wars makes a real mess at creating the fall of the republic and the rise of the empire. If he had worked with a good screen writer, got the script polished and used different directors like he had before I'm in no doubt the Prequels would have been a triumph. Sadly that was not to be.",/review/rw4019444/?ref_=tt_urv
2248,4 July 2019,dogger3333,3," Ouch! This movie stunk!
","The prequels never seem to capture the magic and feeling that the original three did. The acting is subpar, for the most part. Hayden Christensen specifically is horrible in every way. His acting is about as bad as it gets (he's dull, monotoned, and pitifully drab). How they cast him is beyond me. It's hard to get into this movie. It just is. A waste of two hour of my life",/review/rw4019444/?ref_=tt_urv
2249,28 December 2016,peterafro,3," A dull and uncreative entry into otherwise great saga
","After having much enjoyment from A new Hope, Empire Strikes Back, and The Phantom Menace, I would not expect there to be a Star Wars film so bad I was in pain watching it, but this garbage did.",/review/rw4019444/?ref_=tt_urv
2250,25 April 2020,kjevrieswijk,3," Stop lying people... This movie sucks!
",I can not belive that saying that this movie sucks is now some sort of hot take i mean c'mon people wtf happend if you enjoy watching this movie than that is fine but you can only enjoy it when you ignore that padme fals in love with a psyco the plot is the worst plot in star wars and probearbly always will be! The action is boring because it shows up for no reason the movie just sucks!,/review/rw4019444/?ref_=tt_urv
2251,8 January 2006,QuenyaSpeaker,4," Not Lucas's best!
","This movie was pretty good except for a few details, which I shall list: 1)The fact that Lucas wrote this script is horrifying. What is even more mind boggling is that he wrote all of the Original Star Wars scripts, which were really good. Something went wrong. 2) Hayden Christiansen ruined the movie for me, him and the disgusting dialogue. I thought his character was FAR too whiny. His acting also needs some work to say the least. And finally 3) The special effects controlled the movie and overshadowed the story line. George Lucas needs to take a lesson from Peter Jackson on how to not let CGI control your film. I hope Lucas also knows that the only reason that his new Star Wars films made any money or got any recognition, was because of the old ones. When Episode I came out, everyone went to see it because they remembered how good the old ones were. That is the same case with II and III. Everyone was hoping that maybe, just maybe, THIS new one might be good. Alexander Smith",/review/rw4019444/?ref_=tt_urv
2252,4 January 2022,jeffladda,6," Whining baby with a Lightsaber
","The acting was bad here, especially that of the portrayal of Anakin. His incessant whining throughout the movie presented him as immature and unprofessional for a vaunted Jedi. Padme would have been hard-pressed to see through his temper
tantrums, but his attitude set the tone for the whole movie. Whiniest of all the Star Wars Movies in my opinion.",/review/rw4019444/?ref_=tt_urv
2253,19 May 2002,MRyerson2,10," Visually Stunning - Pure SciFi
",This movie more than makes up for Episode I - The Phantom Menace. You will be impressed. The scenery and visual/special effects are breathtaking. The only negative thing about this movie is the poor acting by Portman and Christiansen. Oh well... I'd sit through their drivel again to SEE the movie. Is there any way to watch it with the sound turned off? =),/review/rw4019444/?ref_=tt_urv
2254,22 May 2002,Jonesie-3,9," The middle chapter is always the best!!!
","Lucas returns to the real world!  What a way to come back with possibly the second best Star Wars film of them all (after Empire). Empire's darkness returns as does the more varied pace and non formula plot. The sweeping, all conquering music score is back once more after a weakish 1st episode.  Christensen is superb as Anakin, if limited by an overall simplistic dialogue.  There's a dangerous, sinister undercurrent beneath the good looks, which makes the closing scene all the more unsettling.  We know where they're heading, but they don't.  Yet!  Portman and McGregor can't quite rise above the material, lacking the dynamism of Christensen.  Two much CGI in places, and the Coruscant scene is a little overlong and far-fetched.  But the battles are first class, particularly the closing conflict.  And Christopher Lee is supreme as Dooku.  Never has an actor belied his age (almost 80) to such an extent.  Roll on part 3, but do we have to wait three years? And George: Make a final trilogy!  You'll see it in your dreams!",/review/rw4019444/?ref_=tt_urv
2255,11 May 2002,ttwo,10," You've got to see it!
","I had the pleasure of watching Star Wars: Episode II at a premiere here in Malaysia. I must say its another masterpiece of George Lucas storytelling. Unlike Episode I, the new movie delved into the Star Wars saga, the rise and fall of Anakin Skywalker. There are some surprising moments and revelations in this new movie to tell it now, its like telling Darth Vader was Luke's father on the premiere of Empire Strike Back. All I can say is that the movie will draw the audience slowly into the deepening plot in the first 30 minutes, bear with it, because I suppose it has to be dramatic, and its all about the characters. From then on, its all light sabers clashing and starfighters dog-fighting in the universe that George Lucas conjours out like magic.",/review/rw4019444/?ref_=tt_urv
2256,18 May 2002,Josh says,8," (Rated 8)
","Very entertaining.  Sci-fi violence is what we're looking for and this episode comes through! Once again, the story deepens and we're pulled into the real thing. We see the Jedi masters, how their role developed and what is expected of them.  You can see how the Force grows, both good and dark. A must see.",/review/rw4019444/?ref_=tt_urv
2257,16 May 2002,brillobob,," Getting better - and the best may yet come
","After Ep. I, I began to wonder.  After the trailers for II, I began to think it was all over.  After seeing Ep. II, I wish III was opening next week.",/review/rw4019444/?ref_=tt_urv
2258,16 May 2002,Dawson-13,1," ""Laugh it up, Fuzzball""
","Star Wars has lost its edge. The fantasy, the excitement, the anticipation seems to be in a galaxy far far away. Attack of The Clones was Lucas showing off his CGI muscles and forgetting completely about the characters that many have grown to love.",/review/rw4019444/?ref_=tt_urv
2259,23 June 2002,KalEl-5,," After all is said and done ATTACK OF THE CLONES is an enjoyable film that improves upon EPISODE I, but still leaves much to be desired.
","Computer Generated Imagery (CGI to those who haven't been living under a rock) is a tool, not a means to create a film.  George Lucas needs to realize this; because not only would it give his films a more realistic quality but it would remedy many of the problems that plagued EPISODE I, and unfortunately carried on to plague the latest installment, STAR WARS EPISODE II: ATTACK OF THE CLONES.  Don't get me wrong, I loved EPISODE II, and I think that many of the problems from EPISODE I were improved upon, however many were not.  But, I digress, let me discuss a little of the positive. First of all, the movie was much better than EPISODE I: THE PHANTOM MENACE. The story was more complex, the acting was better, the tone was darker, and as many fans requested, Jar-Jar Binks was reduced to little more than an important cameo. This you can all see for yourself when you view the film.  Let me go into more depth with the negative, which is often a little more difficult for the die-hard STAR WARS fan to pick up on at first because they are so overwhelmed at seeing a new Star Wars movie on the big screen. (I know, I too loved EPISODE I when it was first released).  The vast majority of the problems with ATTACK OF THE CLONES are the result of abusing the power to create images digitally.  For the last half hour or so of the movie you can easily forget that you are watching a live-action movie and think that you are watching WHO FRAMED ROGER RABBIT PART II.  There are a handful of live actors interacting with CGI characters in a CGI world, and the result is very distracting.  Christopher Lee's character, Count Dooku, riding a speeder (in front of a blue screen) looks like the Wicked Witch riding her bicycle in THE WIZARD OF OZ.  This is the first time that our little green Jedi friend Yoda is created entirely using CGI techniques, and we end up losing a substantial amount of his character.  Even if you can't quite place your finger on it, you can tell that something is definitely amiss.",/review/rw4019444/?ref_=tt_urv
2260,15 May 2002,lorien-7,," Better enjoyed if you know which flaws to expect
","ATTACK OF THE CLONES is one of the most consistently dazzling movies I have seen in years, and it was probably an okay picture until it ended.  Unlike EMPIRE, which closed on a cliffhanger or two, this movie didn't bother to become climactic before it simply stopped. It was much, much better the second time, but remains flawed in some big ways.",/review/rw4019444/?ref_=tt_urv
2261,18 May 2002,Skoivu16,4," Disappointed...again.
","AOTC is not bad but then again it is not great, or even good, it is however better than TPM. First of all, George Lucas either cant judge acting for the life of him or he just doesnt care and instead prefers to work on his creatures.  I can imagine Samuel Jackson coming up to him during filming and asking him how he should play a scene with Lucas replying ""Do whatever Sam, I'm trying to figure out how many weird looking aliens I can get in this shot.""  When very respectable actors such as Jackson and Natalie Portman cant bring something to a role then there is something wrong.  Hayden ""Should be in N'Sync"" Chistenson is so wooden I wanted to make a cabinet out of him.  Only Ewan McGregor decides to act.",/review/rw4019444/?ref_=tt_urv
2262,19 May 2002,keith-125,," A case of presentation over substance
","I expected great things from this addition to the trilogy, but was disappointed. Firstly I'll get the good points out of the way before i am slaughtered by other fans. The scenery is great, the action revolutionary & epic, the music was atmospheric, the whole Tatooine sequence very moving & had a huge impact on me, Yoda kicks ass, we learn more about each character, the Sith's master plan is beginning to reveal itself, Natalie Portman manages to look flawless in every scene.",/review/rw4019444/?ref_=tt_urv
2263,15 November 2002,Polar Bear,," Rename it ""Episode I""
","Let's forget Phantom Menace was ever made and call this one ""Episode I"". Ewan and Natalie acted MUCH better in this one, it actually had some great action scenes and Jar Jar Binks wasn't in it very much. Haydn Christensen was a revelation. After that annoying brat in Ep I, it's nice to see the good/evil struggle in Anakin. Haydn did really well with some horrible dialogue and I really felt he could become Darth Vader. His speech after the Tuscan raiders massacre was cold and perfectly delivered. Perhaps it was just me, but some of the shadow shots of Anakin even made him look like Darth Vader. Much better and I'm actually looking forward to Ep III now.",/review/rw4019444/?ref_=tt_urv
2264,17 May 2002,josh15nh,1," I will admit that I am not a huge Star Wars fan...
","In all honesty I am not a huge Star Wars fan, but I have to give this a 10/10. The movie is spectacular, from beginning to end, and it could easily be one of the top ten movies of all time. Also, after seeing this movie all I want to say is Yoda is the man. I would like to give you the million reasons why I liked this movie so much but it would give away too much. Basically, if you are or are not a fan of the Star Wars saga, see this. You WILL NOT walk out dissatisfied.",/review/rw4019444/?ref_=tt_urv
2265,14 May 2002,willlou,8," Oh yes, this is more like it! I have seen the future of Star Wars and it IS good.
",Once again working in a cinema pays. I have just watched Star Wars Episode II a whole 3 days before it opens worldwide and I am pleased to inform it is excellent!,/review/rw4019444/?ref_=tt_urv
2266,26 May 2002,michyh,," One Viewing in the Theater is Enough
","I first saw Star Wars Episode IV at the age of 12.  It one of the most memorable movie experiences of my life.   Up until then I was a Disney movie kid, but this opened up a whole new cinematic world for me.",/review/rw4019444/?ref_=tt_urv
2267,16 May 2002,n.j.mcneill,3," Are you all fools?
","Everyone seems to be getting sucked into the hype...... All these 'as good as original trilogy' comments are annoying me. This film is bad.  Simple as that. It's not just rose-tinted nostalgia for the old films that makes me dislike this one so much - i can see the good bits, but they are far too few and lost in a sea of CGI crap. I don't want to watch 100 computer generated guys fight another 100 computer generated guys..... when they actually got into some one-on-one lightsabre action with Dooko (or whatever his bloody name was) was much more like it...... If Lucas wants to focus on the lovey dovey bit, fine by me - BUT at least find a pair of actors who have something resembling chemistry.  I found it impossible to believe that Portman and rubbish bloke had any feeling whatsoever for each other - it was like watching droids kiss, it was so mechanical. And if this is indeed a kids film, i wonder how many 8 year-olds out there are itching for heavy discussions about inter-planetary politics.... OK, there were some very pretty CGI bits, but the minute a human actor was in the midst of it the effect was ruined - it reminded me of Who Framed Roger Rabbit, only not as funny.  We liked the Millenium Falcon because it was wobbly and the actors were actually in it, we don't want shiny silvery things that exist only on a hard-drive. This rant appears a bit form-less and random, so I'll shut up now. I hope you all enjoy the film, but doubt you will.",/review/rw4019444/?ref_=tt_urv
2268,30 December 2002,carlito-22,," Always watch a film twice
","Saw a while ago at the cinema, thought it was OK. Just seen again on DVD and realized that it is absolute trash. Yes its better than Episode 1, but this shows just how bad that film was.",/review/rw4019444/?ref_=tt_urv
2269,16 May 2002,mdicks65,8," Best Star Wars since Empire Strikes Back
","Awesome!  This movis is better than Return of the Jedi and Episode One! Episode Two has an even paced story that offers little surprise but guess what, who cares.  Most fans already have a very good idea of what's going on.  A definite treat for Star Wars fans!",/review/rw4019444/?ref_=tt_urv
2270,22 October 2021,klauzcesarbr,4," It's not good
","It's not good. While the first movie was boring for focusing too much on boring politics, this second movie focused too much on a more chemistryless romance in the world.",/review/rw4019444/?ref_=tt_urv
2271,15 May 2002,jase-18,8," Go see it!
","This takes quite some time to get going, with a lot of dialogue scenes punctuated occasionally with action.",/review/rw4019444/?ref_=tt_urv
2272,20 June 2002,dszwerin,6," TOP 250?????
","I'm sure this review will not endear me to the majority of IMDB users who seem to share a far more glowing outlook of the movie than do I but such is the price of a democratic society.  THE TOP 250 movies of all time? What movie were you people watching. Yes, I understand that this movie was a Star Wars film and thus it is hard to be totally subjective about it because of the past achievements of the holy trilogy. But please! I will be subjective despite my absolute reverence of Lucas' accomplishment in episodes 4-6. The plot was interesting and succeeded in tying in the generational connection between characters (Skywalkers, Fetts, etc...) Visually, this movie was also one of the most pleasant experiences I have ever had at a movie theater. Beyond that, its all downhill. The writing was a complete abomination of cliches that made characters that we are supposed to legitimately care for appear as nothing more than a big book of recycled hollywood drivel. The topper for me was that line comparing sand to the smoothness of Naboo followed by the awkward moment where Anakin starts feeling up Padme. Also, in terms of actual action sequences, they were few and too far between.",/review/rw4019444/?ref_=tt_urv
2273,1 July 2006,aljosa35487,6," Storyline is just bad and the dialog as well
",OK its star wars a lot of action Lot of stuff and thats the only thing that you can like in this movie and many people just don't care about the story there happy if there is action and thats it.,/review/rw4019444/?ref_=tt_urv
2274,17 May 2002,stvartak,9," It's what the fans have been wishing for.
","George Lucas's rustiness after a 20-year directing hiatus was evident in the clunky pacing and unnaturally stilted performances of Star Wars: Episode I: The Phantom Menace. Now, with the benefit of recent experience and the writing assistance of Jonathan Hales, Lucas has directed another masterpiece in his mythical space opera. While Phantom Menace was almost childlike in its giddiness, Attack of the Clones begins to delve into Anakin Skywalker's dark motives for turning to the dark side. This is the perversely riveting spectacle that die-hard fans have awaited for 25 years, and it foretells a descent into darkness in Episode III that should be unmatched by any of the other films in the series.",/review/rw4019444/?ref_=tt_urv
2275,20 May 2002,STEVEN_SEAL,3," Yoda fights!!!!
",One thing that made me love this film. Yes you got it Yoda fights. It's cinematic history now we know why he is called master Yoda. Even though there were some idiots behind me in the cinema that started laughing when he walked into the room in still wasnt ruined when he whipped out his almighty lightsabre and rocked the party. They seemed to quiet down after that.,/review/rw4019444/?ref_=tt_urv
2276,16 May 2002,reffells,2," The Thrill Is (Going, ... Going,...), GONE!
","What happened???  Bad acting, bad dialogue, bad directing!!! How did George let this one get away from him?  After four real thrillers, this one is a dramatic let down. I can only hope that Episode III will approach some of the greatness of Episodes IV, V, & VI.",/review/rw4019444/?ref_=tt_urv
